SubjID,Referentiality,Gender_Status,Group,Baseline,Critical,diff_score
202,NonReferential,Gendered,Binary,0.58125,1.0637,0.48245000000000005
202,NonReferential,NonGendered,Binary,1.2071,1.7261,0.5189999999999999
202,Referential,Gendered,Binary,1.78205,1.1372,-0.6448499999999999
202,Referential,NonGendered,Binary,1.15225,-0.99685,-2.1491
203,NonReferential,Gendered,Binary,-2.4364500000000002,2.24315,4.679600000000001
203,NonReferential,NonGendered,Binary,-0.6667,-1.05275,-0.3860500000000001
203,Referential,Gendered,Binary,1.3226,0.0364,-1.2862
203,Referential,NonGendered,Binary,-0.4396,-0.5688,-0.12919999999999998
204,NonReferential,Gendered,Binary,0.9547,2.5422,1.5875
204,NonReferential,NonGendered,Binary,-0.66745,1.4352,2.10265
204,Referential,Gendered,Binary,1.86165,-0.6338,-2.49545
204,Referential,NonGendered,Binary,1.92165,-0.05435,-1.976
205,NonReferential,Gendered,Binary,0.02740000000000001,1.579,1.5515999999999999
205,NonReferential,NonGendered,Binary,1.30875,0.089,-1.2197500000000001
205,Referential,Gendered,Binary,1.2808,0.06599999999999999,-1.2147999999999999
205,Referential,NonGendered,Binary,0.93205,0.9178499999999999,-0.014200000000000101
207,NonReferential,Gendered,Binary,1.2743499999999999,4.27065,2.9962999999999997
207,NonReferential,NonGendered,Binary,-1.02065,2.99515,4.0158000000000005
207,Referential,Gendered,Binary,3.2708,-0.69125,-3.96205
207,Referential,NonGendered,Binary,1.84035,1.0824,-0.7579499999999999
209,NonReferential,Gendered,Binary,1.16625,1.3023,0.13605
209,NonReferential,NonGendered,Binary,-0.55555,-0.22930000000000003,0.32624999999999993
209,Referential,Gendered,Binary,1.24565,1.9515,0.7058500000000001
209,Referential,NonGendered,Binary,0.99835,-1.01725,-2.0156
211,NonReferential,Gendered,Binary,0.7275,1.56895,0.84145
211,NonReferential,NonGendered,Binary,0.75035,2.07845,1.3281
211,Referential,Gendered,Binary,1.6917,1.8618000000000001,0.17010000000000014
211,Referential,NonGendered,Binary,-0.26425,0.49335,0.7576
212,NonReferential,Gendered,Binary,0.3229,1.4158,1.0929
212,NonReferential,NonGendered,Binary,0.24525000000000002,0.3931,0.14784999999999998
212,Referential,Gendered,Binary,0.3033,-0.59395,-0.89725
212,Referential,NonGendered,Binary,-0.008850000000000002,0.63125,0.6401
213,NonReferential,Gendered,Binary,0.443,1.9671,1.5241
213,NonReferential,NonGendered,Binary,3.37895,1.97525,-1.4037000000000002
213,Referential,Gendered,Binary,1.8721999999999999,1.09545,-0.7767499999999998
213,Referential,NonGendered,Binary,0.88895,2.4237,1.5347500000000003
214,NonReferential,Gendered,Binary,0.7682,-0.37244999999999995,-1.14065
214,NonReferential,NonGendered,Binary,2.6992,-0.63375,-3.33295
214,Referential,Gendered,Binary,0.4608,0.28395000000000004,-0.17684999999999995
214,Referential,NonGendered,Binary,0.4068,-0.29575,-0.70255
215,NonReferential,Gendered,Binary,-1.1045,1.82565,2.9301500000000003
215,NonReferential,NonGendered,Binary,-0.06369999999999999,0.4274,0.4911
215,Referential,Gendered,Binary,0.16399999999999998,-0.44715,-0.61115
215,Referential,NonGendered,Binary,0.40665,0.7594500000000001,0.35280000000000006
216,NonReferential,Gendered,Binary,0.10004999999999999,0.1995,0.09945000000000002
216,NonReferential,NonGendered,Binary,1.357,2.39925,1.04225
216,Referential,Gendered,Binary,3.3022,-1.11125,-4.41345
216,Referential,NonGendered,Binary,0.9005,0.53795,-0.36254999999999993
217,NonReferential,Gendered,Binary,0.15174999999999997,0.45885,0.30710000000000004
217,NonReferential,NonGendered,Binary,-0.07314999999999999,0.031150000000000008,0.1043
217,Referential,Gendered,Binary,0.1222,0.463,0.3408
217,Referential,NonGendered,Binary,-0.2957,-0.49305000000000004,-0.19735000000000003
218,NonReferential,Gendered,Binary,1.53215,-0.12575000000000003,-1.6579
218,NonReferential,NonGendered,Binary,0.6037,-0.41235000000000005,-1.0160500000000001
218,Referential,Gendered,Binary,1.4636,0.1639,-1.2997
218,Referential,NonGendered,Binary,0.8087,0.8178,0.009099999999999997
219,NonReferential,Gendered,Binary,-0.50825,-0.05265000000000002,0.45559999999999995
219,NonReferential,NonGendered,Binary,1.32485,3.40605,2.0812
219,Referential,Gendered,Binary,0.055999999999999994,-0.6002,-0.6561999999999999
219,Referential,NonGendered,Binary,0.83475,1.21415,0.37940000000000007
220,NonReferential,Gendered,Binary,0.6914,0.9779,0.2865
220,NonReferential,NonGendered,Binary,-0.10555000000000002,-0.29629999999999995,-0.19074999999999992
220,Referential,Gendered,Binary,-0.9518,-0.4128,0.5389999999999999
220,Referential,NonGendered,Binary,0.89105,0.25595,-0.6351
221,NonReferential,Gendered,Binary,0.7177,5.81575,5.098050000000001
221,NonReferential,NonGendered,Binary,3.31105,2.1113,-1.1997499999999999
221,Referential,Gendered,Binary,2.27755,2.51505,0.23749999999999982
221,Referential,NonGendered,Binary,1.29185,2.26315,0.9713
222,NonReferential,Gendered,Binary,-1.0466,2.7481999999999998,3.7947999999999995
222,NonReferential,NonGendered,Binary,-0.32065,-0.05484999999999998,0.26580000000000004
222,Referential,Gendered,Binary,-1.41885,2.7308499999999998,4.149699999999999
222,Referential,NonGendered,Binary,0.7894,0.41609999999999997,-0.3733
223,NonReferential,Gendered,Binary,-0.507,0.23665,0.74365
223,NonReferential,NonGendered,Binary,-0.363,-0.1533,0.2097
223,Referential,Gendered,Binary,-0.06745000000000001,0.36055,0.428
223,Referential,NonGendered,Binary,1.0859,-0.32484999999999997,-1.4107500000000002
224,NonReferential,Gendered,Binary,0.3195,0.94435,0.62485
224,NonReferential,NonGendered,Binary,1.1263,1.5932,0.46689999999999987
224,Referential,Gendered,Binary,1.8782,-0.998,-2.8762
224,Referential,NonGendered,Binary,-1.5987,0.9426,2.5413
302,NonReferential,Gendered,NonBinary,0.20224999999999999,0.29845,0.09620000000000001
302,NonReferential,NonGendered,NonBinary,-0.49334999999999996,-0.38969999999999994,0.10365000000000002
302,Referential,Gendered,NonBinary,-1.43255,-1.2995,0.1330499999999999
302,Referential,NonGendered,NonBinary,0.06780000000000003,-0.8265,-0.8943000000000001
303,NonReferential,Gendered,NonBinary,0.60045,0.2906,-0.30985
303,NonReferential,NonGendered,NonBinary,0.9248500000000001,-0.3767,-1.30155
303,Referential,Gendered,NonBinary,-1.45445,1.02335,2.4778000000000002
